fighter_id,name,nickname,height,reach,weight,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,fighter_link
4007,Alain Van der Merckt,Top Boy,,,185.0,,1993-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f6bbc6ba4f06ad60
4008,Cameron VanCamp,Jumpman,74.0,74.0,155.0,Switch,1993-04-27,5.31,0.47,6.41,0.4,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/87e2468b986ebb79
4009,Chad Vance,,72.0,,185.0,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/26d61e92a6069cd2
4010,Jared Vanderaa,,76.0,80.0,265.0,Orthodox,1992-05-12,4.96,0.44,5.67,0.45,0.18,0.5,0.2,0.0,http://ufcstats.com/fighter-details/2b68d9f125d07b42
4011,Austin Vanderford,,71.0,74.0,170.0,Orthodox,1990-03-21,4.08,0.63,2.66,0.51,1.77,0.25,1.0,1.8,http://ufcstats.com/fighter-details/32c3ee378671a5d9
4012,Lando Vannata,Groovy,69.0,71.0,155.0,Orthodox,1992-03-14,4.52,0.45,4.76,0.55,1.09,0.37,0.6900000000000001,0.3,http://ufcstats.com/fighter-details/f9b200db02b488d9
4013,Paige VanZant,12 Gauge,64.0,65.0,115.0,Orthodox,1994-03-26,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0,http://ufcstats.com/fighter-details/4d5197f331c47290
4014,Paul Varelans,The Polar Bear,80.0,,300.0,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9
4015,Kazula Vargas,,68.0,71.0,155.0,Southpaw,1985-08-15,3.65,0.53,1.77,0.5700000000000001,0.4,0.25,0.3,0.4,http://ufcstats.com/fighter-details/ec18eb918121787c
4016,Jamie Varner,,68.0,71.0,155.0,Orthodox,1984-10-12,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,http://ufcstats.com/fighter-details/a54fc2d6fc224dc3
4017,Guilherme Vasconcelos,Bomba,72.0,,185.0,Orthodox,1986-03-23,3.27,0.29,4.4,0.7000000000000001,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d6d5da3c209884bc
4018,Linton Vassell,The Swarm,76.0,,205.0,,1983-06-03,3.39,0.37,2.13,0.54,2.46,0.5,0.5,0.0,http://ufcstats.com/fighter-details/a148dfe3485be79d
4019,Billy Vaughan,,66.0,,155.0,,1983-12-02,0.0,0.0,1.36,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/61428ed51f5ff465
4020,Yuri Vaulin,,76.0,,197.0,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4679a38cced7c64a
4021,Javier Vazquez,Showtime,67.0,69.0,145.0,Southpaw,1977-07-16,2.43,0.36,1.99,0.72,2.56,0.52,0.5700000000000001,1.5,http://ufcstats.com/fighter-details/be5cfd73617a5b1a
4022,Manny Vazquez,,70.0,72.0,125.0,Orthodox,1993-11-19,1.47,0.41,2.67,0.48,1.0,0.33,0.0,1.0,http://ufcstats.com/fighter-details/8d4d25fd9218860b
4023,Matt Veach,,71.0,,155.0,Orthodox,1981-05-31,1.12,0.28,4.91,0.44,3.64,0.38,1.0,1.5,http://ufcstats.com/fighter-details/5731cc327790b731
4024,Joe Vedepo,The Doctor,72.0,,185.0,Orthodox,,1.43,0.42,5.71,0.38,1.07,0.2,0.0,0.0,http://ufcstats.com/fighter-details/d35c3ed553b71fa2
4025,Kelly Velasco,Killer,69.0,,135.0,Orthodox,1995-05-21,2.27,0.35,5.67,0.47,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/93c9897f0f9f5dab
4026,Greg Velasco,The Viking King,74.0,70.0,265.0,Southpaw,1993-09-23,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/34a81ebbce32b06b
4027,Cain Velasquez,,73.0,77.0,240.0,Orthodox,1982-07-28,6.37,0.5700000000000001,2.33,0.5700000000000001,5.13,0.45,0.85,0.4,http://ufcstats.com/fighter-details/0ff11cc094e887bc
4028,David Velasquez,Little,65.0,,145.0,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/09c44b317c98bf96
4029,Bojan Velickovic,Serbian Steel,72.0,76.0,170.0,Southpaw,1988-12-18,2.18,0.34,2.31,0.5700000000000001,0.67,0.25,0.55,0.5,http://ufcstats.com/fighter-details/fcce75a25c14a804
4030,Karlos Vemola,,72.0,75.0,185.0,Orthodox,1985-07-03,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,http://ufcstats.com/fighter-details/d23ccf4a6c221284
4031,Luigi Vendramini,The Italian Stallion,68.0,73.0,155.0,Orthodox,1996-01-16,2.82,0.4,3.82,0.5700000000000001,1.11,0.15,1.0,0.6,http://ufcstats.com/fighter-details/2f1a257d6777096d
4032,Jerrel Venetiaan,,73.0,,195.0,Orthodox,1971-03-09,0.81,0.33,1.51,0.67,0.0,0.0,0.6,0.0,http://ufcstats.com/fighter-details/602bb270f2bdbf02
4033,Scott Ventimiglia,Meant to Kill Ya,71.0,,185.0,,1972-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6e62bb64f7cc5026
4034,Brandon Vera,The Truth,75.0,78.0,230.0,Orthodox,1977-10-10,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,http://ufcstats.com/fighter-details/fa315e6c77eee106
4035,Kerry Vera,,67.0,,135.0,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/df0a1c1e11ad199b
4036,Marlon Vera,Chito,68.0,70.0,135.0,Switch,1992-12-02,4.27,0.49,5.37,0.5,0.51,0.39,0.72,0.8,http://ufcstats.com/fighter-details/7c7332319c14094c
4037,Carlos Vera,Pequeno,66.0,69.0,135.0,Orthodox,1987-11-05,1.53,0.5700000000000001,2.79,0.49,0.0,0.0,0.25,1.6,http://ufcstats.com/fighter-details/07f959e6596307bb
4038,Isis Verbeek,Fight Queen,64.0,64.0,115.0,Orthodox,1995-01-12,3.13,0.43,3.53,0.53,0.0,0.0,0.66,0.0,http://ufcstats.com/fighter-details/d6f58b8cd1a6ff52
4039,Ernie Verdicia,,71.0,,199.0,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2b1587a3376ab743
4040,Joe Veres,,67.0,,155.0,Orthodox,1977-11-09,0.0,0.0,5.55,0.27,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5
4041,Nikolay Veretennikov,,73.0,74.0,170.0,Orthodox,1989-12-22,2.73,0.56,3.54,0.48,0.0,0.0,0.5700000000000001,0.0,http://ufcstats.com/fighter-details/0f1efce7d2571d10
4042,CJ Vergara,,66.0,68.0,125.0,Orthodox,1991-06-18,5.02,0.56,4.69,0.53,0.0,0.0,0.6,0.2,http://ufcstats.com/fighter-details/077e3ace32b72be9
4043,Renato Verissimo,Charuto,73.0,,170.0,Orthodox,1973-08-03,0.92,0.48,1.87,0.47,1.46,0.3,0.5,2.5,http://ufcstats.com/fighter-details/c24b1db4b809d41b
4044,Bryan Vetell,,75.0,,265.0,Southpaw,1977-07-26,2.74,0.6,2.13,0.41,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/13a0fb8fbdafb54f
4045,Marvin Vettori,The Italian Dream,72.0,74.0,185.0,Southpaw,1993-09-20,4.54,0.46,4.37,0.56,1.51,0.45,0.6900000000000001,0.4,http://ufcstats.com/fighter-details/7acbb0972e75281a
4046,Hugo Viana,Wolverine,66.0,67.0,135.0,Orthodox,1982-09-26,3.05,0.38,3.2,0.5700000000000001,0.22,0.06,0.5,0.0,http://ufcstats.com/fighter-details/f95381efb3051d81
4047,Guilherme Viana,,76.0,,205.0,,,2.92,0.4,2.72,0.59,1.2,0.66,0.77,0.0,http://ufcstats.com/fighter-details/393b8e03fb410a78
4048,Polyana Viana,Dama de Ferro,65.0,67.0,115.0,Orthodox,1992-06-14,2.74,0.4,2.5,0.53,0.75,0.33,0.35,1.7,http://ufcstats.com/fighter-details/9673a497a9da119a
4049,Vitor Vianna,,,,205.0,Orthodox,,3.1,0.3,8.28,0.52,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/744f50016c39c26c
4050,James Vick,The Texecutioner,75.0,76.0,155.0,Orthodox,1987-02-23,4.13,0.39,3.31,0.6,0.26,0.33,0.5700000000000001,0.7,http://ufcstats.com/fighter-details/6256b2b1562cb8e1
4051,Tamires Vidal,Tractor,66.0,68.0,135.0,Orthodox,1998-07-27,2.91,0.53,4.46,0.49,0.0,0.0,0.35,0.7,http://ufcstats.com/fighter-details/4f3064faf17aa711
4052,Milton Vieira,Miltinho,72.0,,145.0,Orthodox,1978-10-04,1.13,0.35,2.36,0.48,2.67,0.53,0.12,0.7,http://ufcstats.com/fighter-details/7cf20446453f852b
4053,Reginaldo Vieira,,67.0,65.0,135.0,Orthodox,1982-11-26,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8,http://ufcstats.com/fighter-details/f9081770e28ea2e1
4054,Ketlen Vieira,Fenomeno,68.0,68.0,135.0,Orthodox,1991-08-26,2.92,0.41,3.9,0.51,1.39,0.44,0.88,0.6,http://ufcstats.com/fighter-details/b9706f80d005036c
4055,Rodolfo Vieira,,72.0,73.0,185.0,Orthodox,1989-09-25,3.33,0.55,4.4,0.49,3.52,0.26,1.0,1.2,http://ufcstats.com/fighter-details/260e9e0d4954aea6
4056,Steve Vigneault,Lionheart,70.0,,185.0,Orthodox,1978-02-14,2.19,0.28,5.75,0.44,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/6888e31ce88f5b17
4057,Alejandro Villalobos,,67.0,,145.0,,1979-10-26,3.93,0.46,4.07,0.67,1.0,0.5,0.0,0.0,http://ufcstats.com/fighter-details/2e88f2030d8a928a
4058,DeMarco Villalona,,69.0,,185.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/0275e33febc2818c
4059,Gian Villante,,75.0,76.0,230.0,Orthodox,1985-08-18,4.38,0.44,5.47,0.55,0.45,0.23,0.8300000000000001,0.0,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc
4060,Ike Villanueva,Hurricane,73.0,73.0,205.0,Orthodox,1984-04-04,3.66,0.38,7.24,0.36,0.6,0.5,1.0,0.0,http://ufcstats.com/fighter-details/f9d0cae37dabfafc
4061,Ruben Villareal,Warpath,76.0,,265.0,Orthodox,1970-05-01,5.18,0.53,4.86,0.35,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/39f68882def7a507
4062,Armando Villarreal,La Lumbre,67.0,66.0,135.0,Southpaw,1989-08-08,3.23,0.55,4.3,0.52,3.23,0.25,0.0,0.0,http://ufcstats.com/fighter-details/454c1f0b638972ab
4063,Pablo Villaseca,El Gallo,67.0,,155.0,,1987-01-26,2.79,0.42,3.25,0.65,2.5,0.5,0.33,0.0,http://ufcstats.com/fighter-details/34f93dfbd43b2144
4064,Joey Villasenor,Smokin' Joe,72.0,,185.0,Orthodox,1975-10-17,2.05,0.38,3.26,0.52,0.71,0.4,0.53,1.1,http://ufcstats.com/fighter-details/15515e797aedc137
4065,Danillo Villefort,Indio,73.0,,185.0,Orthodox,1983-05-08,2.86,0.37,2.4,0.68,1.71,0.66,0.33,1.7,http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e
4066,Yuri Villefort,,72.0,73.0,170.0,Orthodox,1991-03-23,3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3,http://ufcstats.com/fighter-details/0fb1e2694a39a02f
4067,Marcos Vinicius,Vina,69.0,,125.0,Orthodox,1979-12-05,1.93,0.49,2.91,0.47,0.0,0.0,0.25,0.5,http://ufcstats.com/fighter-details/e363b21261814830
4068,Brandon Visher,The Viper,66.0,68.0,135.0,Orthodox,1984-05-06,2.55,0.45,3.76,0.42,0.67,0.2,0.0,0.0,http://ufcstats.com/fighter-details/7c4ec656d8fcb867
4069,Falaniko Vitale,Niko,70.0,,185.0,Orthodox,1974-07-14,1.88,0.49,3.68,0.47,0.72,0.33,0.86,0.0,http://ufcstats.com/fighter-details/445a98acb8985970
4070,Cheyanne Vlismas,The Warrior Princess,63.0,63.0,115.0,Switch,1995-06-25,4.93,0.5,2.57,0.64,0.25,0.33,0.66,0.2,http://ufcstats.com/fighter-details/4959f10a62f3fec3
4071,Bobby Voelker,Vicious,72.0,74.0,170.0,Orthodox,1979-04-26,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,http://ufcstats.com/fighter-details/fb8a3025ae722e64
4072,Mateo Vogel,Carrapato,68.0,71.0,145.0,Orthodox,1996-03-05,4.47,0.46,2.87,0.65,1.0,0.16,0.0,0.0,http://ufcstats.com/fighter-details/90b57b19d20e1969
4073,Danylo Voievodkin,,76.0,78.0,265.0,Southpaw,2000-07-19,9.86,0.46,0.0,1.0,0.0,0.0,0.0,12.3,http://ufcstats.com/fighter-details/d73a7c36746fbc5b
4074,Alexander Volkanovski,The Great,66.0,71.0,145.0,Orthodox,1988-09-29,6.18,0.56,3.36,0.58,1.67,0.34,0.7000000000000001,0.2,http://ufcstats.com/fighter-details/e1248941344b3288
4075,Jacob Volkmann,Christmas,69.0,71.0,155.0,Southpaw,1980-09-05,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2.0,http://ufcstats.com/fighter-details/6f81b6de2557739a
4076,Alexander Volkov,Drago,79.0,80.0,250.0,Orthodox,1988-10-24,4.97,0.5700000000000001,2.99,0.54,0.61,0.66,0.72,0.2,http://ufcstats.com/fighter-details/279566840aa55bf2
4077,Jason Von Flue,Live Wire,72.0,,170.0,Orthodox,1975-08-01,1.89,0.36,3.23,0.52,0.62,0.16,0.58,1.5,http://ufcstats.com/fighter-details/c4b9296214f4c09c
4078,Milco Voorn,,,,220.0,Orthodox,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/277ffed20cf07aea
4079,Mark Vorgeas,,70.0,,135.0,,,3.87,0.32,4.19,0.51,0.0,0.0,0.5,0.8,http://ufcstats.com/fighter-details/ef0344ed552d8a22
4080,Igor Vovchanchyn,Ice Cold,68.0,,205.0,Orthodox,1973-08-06,1.59,0.49,0.97,0.63,1.19,0.66,0.5,0.5,http://ufcstats.com/fighter-details/7929be8290289a47
4081,Jordan Vucenic,The Epidemic,70.0,73.0,155.0,Orthodox,1996-03-02,2.11,0.45,1.9,0.58,0.63,0.14,0.44,0.0,http://ufcstats.com/fighter-details/6d38e41efa47a72d
4082,James Wade,,70.0,,205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6291decf7f3b6608
4083,Chris Wade,,70.0,70.0,155.0,Orthodox,1987-09-30,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,http://ufcstats.com/fighter-details/c8097968da5e5f13
4084,Neil Wain,Old School,70.0,,242.0,Orthodox,,2.64,0.5,8.57,0.43,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/6b7bc7eaf2465387
4085,TJ Waldburger,,71.0,75.0,170.0,Orthodox,1988-04-25,2.02,0.51,2.39,0.4,3.03,0.46,0.4,4.8,http://ufcstats.com/fighter-details/8f2939f5fd9cca1e
4086,Chase Waldon,,73.0,75.0,185.0,Orthodox,1986-09-19,1.03,0.28,6.72,0.38,7.76,0.33,0.0,0.0,http://ufcstats.com/fighter-details/aeb6c57b9bd8bc3a
4087,Andre Walker,,71.0,,205.0,Southpaw,,2.28,0.31,4.36,0.34,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/18944a1a6ac1becf
4088,Herschel Walker,,73.0,,215.0,Orthodox,1962-03-03,3.42,0.67,0.45,0.46,1.94,1.0,1.0,0.0,http://ufcstats.com/fighter-details/bd92e38aef641673
4089,Donny Walker,Eagle Eye,69.0,,135.0,,1980-01-04,1.81,0.37,3.85,0.46,0.0,0.0,0.5700000000000001,1.7,http://ufcstats.com/fighter-details/e6147d5ab3685899
4090,Johnny Walker,,78.0,82.0,205.0,Orthodox,1992-03-30,3.87,0.53,3.12,0.44,0.45,1.0,0.5700000000000001,0.9,http://ufcstats.com/fighter-details/c21f26bbde777573
4091,Brogan Walker,The Bear,64.0,67.0,125.0,Switch,1988-08-02,2.04,0.3,3.7,0.47,0.0,0.0,0.11,0.0,http://ufcstats.com/fighter-details/4333a8e70a672eb7
4092,Valter Walker,The Clean Monster,78.0,78.0,265.0,Orthodox,1997-12-14,1.79,0.51,3.02,0.42,4.95,0.7000000000000001,0.0,1.4,http://ufcstats.com/fighter-details/f5779a2303ed76ec
4093,Julius Walker,Juice Box,76.0,78.0,205.0,Orthodox,1999-07-16,5.73,0.5,5.8,0.4,1.0,0.11,1.0,0.0,http://ufcstats.com/fighter-details/6add18754930182b
4094,Ben Wall,Manimal,70.0,,155.0,Orthodox,1989-03-25,1.47,0.29,8.53,0.29,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/1ad381c8994c4e5b
4095,Crafton Wallace,Blaze,72.0,,185.0,Orthodox,1975-11-10,1.55,0.44,2.36,0.47,0.0,0.0,0.42,0.0,http://ufcstats.com/fighter-details/bf41b5131545da12
4096,Rodney Wallace,Shonuff the Master,69.0,72.0,205.0,Switch,1981-11-21,1.13,0.46,3.44,0.45,6.0,0.54,0.28,1.0,http://ufcstats.com/fighter-details/b9415726dc3ec526
4097,Jeremy Wallace,,69.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/b87c3f460709f74c
4098,Randall Wallace,Braveheart,71.0,73.0,185.0,Orthodox,1989-03-01,1.13,0.38,4.11,0.45,2.13,0.5,0.0,0.0,http://ufcstats.com/fighter-details/95cf6be9071e68b0
4099,James Wallace,Jesse,70.0,69.0,155.0,Orthodox,1992-11-17,0.52,0.28,3.41,0.35,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4078de7181a19142
4100,Jim Wallhead,Judo,70.0,,170.0,Orthodox,1984-03-14,3.19,0.26,6.65,0.49,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/0c670b443c3d269f
4101,Cory Walmsley,Hardcore,72.0,,205.0,Orthodox,,0.79,1.0,1.18,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee
4102,Richard Walsh,Filthy Rich,72.0,73.0,170.0,Orthodox,1988-12-01,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2,http://ufcstats.com/fighter-details/303a05a7aa3ff761
4103,Patrick Walsh,The Beast of the East,71.0,,185.0,,1988-11-28,2.03,0.19,2.83,0.64,3.0,0.54,1.0,1.5,http://ufcstats.com/fighter-details/b4c96c3d9139bf0e
4104,Erick Wanderlei,,73.0,,205.0,Orthodox,,0.63,0.41,2.66,0.4,3.8,0.66,0.0,1.9,http://ufcstats.com/fighter-details/d57e6a8971b6d2bd
4105,Dimitiri Wanderley,,,,205.0,Orthodox,,0.92,0.25,4.31,0.3,1.16,0.2,0.0,0.0,http://ufcstats.com/fighter-details/a1d6b308781aa2f5
4106,Andy Wang,,66.0,,155.0,Orthodox,1977-05-28,3.43,0.36,10.29,0.62,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/476414d2f18cd059
4107,Sai Wang,The Fire Kylin,72.0,,170.0,Southpaw,1986-01-14,3.17,0.46,2.27,0.53,0.0,0.0,0.77,0.0,http://ufcstats.com/fighter-details/efb9a43415a56d34
4108,Anying Wang,,72.0,,170.0,Orthodox,1991-04-04,1.32,0.26,1.63,0.44,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/69e8c632135af48b
4109,Wang Cong,The Joker,66.0,66.0,125.0,Southpaw,1992-05-15,6.38,0.52,1.86,0.61,1.61,0.75,1.0,1.1,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a
4110,Joshua Wang-Kim,Twin Dragon,69.0,71.0,135.0,Switch,1992-11-16,2.95,0.4,4.43,0.6,1.17,1.0,0.66,0.0,http://ufcstats.com/fighter-details/d538f13ab21d9633
4111,Curt Warburton,,72.0,73.0,155.0,Orthodox,,2.13,0.42,3.44,0.43,2.35,0.5,0.8300000000000001,0.9,http://ufcstats.com/fighter-details/2721bb808bb2523c
4112,Brennan Ward,The Irish Bad Boy,70.0,71.0,170.0,,1988-06-28,7.2,0.6,2.76,0.52,0.0,0.0,1.0,3.6,http://ufcstats.com/fighter-details/67cd6495280b0a57
4113,Charlie Ward,,71.0,,170.0,Orthodox,1980-12-17,1.64,0.19,7.21,0.53,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e81dd0bb8a64b550
4114,Terrion Ware,Flash,68.0,71.0,135.0,Orthodox,1986-03-31,4.02,0.32,6.07,0.5,0.5,0.22,0.44,0.0,http://ufcstats.com/fighter-details/ba5e253af86db1a8
4115,Joe Warren,,66.0,,135.0,Orthodox,1976-10-31,2.15,0.46,2.39,0.52,6.14,0.46,0.6,0.0,http://ufcstats.com/fighter-details/c0c1bc0766df4c00
4116,Brian Warren,Mr. Unbreakable,72.0,,185.0,Orthodox,,1.16,0.21,4.63,0.5700000000000001,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c4c4c7dd26c15d91
4117,Merritt Warren,,70.0,,155.0,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1e47dba648ea438c
4118,Idris Wasi,,72.0,,186.0,,1989-12-11,0.4,0.31,3.53,0.46,0.0,0.0,0.2,0.0,http://ufcstats.com/fighter-details/8a19676a3388845a
4119,Kengo Watanabe,,76.0,,220.0,Orthodox,1976-01-31,0.6,0.4,3.4,0.35,1.0,1.0,0.37,0.0,http://ufcstats.com/fighter-details/2abe38b81d68a24a
4120,Kazuhisa Watanabe,,66.0,,139.0,,1983-05-18,0.62,0.5,0.94,0.0,0.0,0.0,0.14,0.0,http://ufcstats.com/fighter-details/951ffadfc4e917ea
4121,Ron Waterman,H20,74.0,,280.0,Orthodox,1965-11-23,0.84,0.5,1.37,0.42,4.19,0.6900000000000001,0.5,2.8,http://ufcstats.com/fighter-details/efaf544314bb5c2e
4122,Andy Waters,,72.0,,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/103e2e67919379c5
4123,Dominic Waters,Sho Nuff,73.0,79.0,170.0,Orthodox,1989-04-11,0.48,0.23,2.53,0.39,4.07,0.52,0.28,0.0,http://ufcstats.com/fighter-details/2de91c2244ad7e89
4124,Trey Waters,The Truth,77.0,77.0,170.0,Orthodox,1995-02-21,6.43,0.44,5.61,0.56,0.44,0.33,0.85,0.9,http://ufcstats.com/fighter-details/31dbfbe4e7a6727c
4125,Michelle Waterson-Gomez,The Karate Hottie,63.0,62.0,115.0,Orthodox,1986-01-06,3.42,0.46,4.25,0.48,1.39,0.33,0.6900000000000001,0.6,http://ufcstats.com/fighter-details/eb04b9d31e938edb
4126,Sam Watford,,,,155.0,,,0.13,0.18,0.73,0.62,2.0,0.4,0.6,1.0,http://ufcstats.com/fighter-details/1836639ecf9b6e7f
4127,Blake Watkins,,,,185.0,,,5.45,0.62,7.64,0.61,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/117580b232409824
4128,Kyle Watson,,72.0,,155.0,Southpaw,1979-08-09,3.67,0.35,3.25,0.62,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/d7b2c0b53883ee80
4129,Maka Watson,,,,155.0,,1984-09-22,0.93,0.37,1.6,0.22,2.0,1.0,0.33,0.0,http://ufcstats.com/fighter-details/a31dfd9e8b2dc6ca
4130,Walel Watson,The Gazelle,71.0,75.0,135.0,Orthodox,1984-07-16,2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4,http://ufcstats.com/fighter-details/92aafa8f4b26269b
4131,Tom Watson,Kong,73.0,73.0,185.0,Orthodox,1982-07-13,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0,http://ufcstats.com/fighter-details/6809c31286b08d97
4132,Enrique Watson,,,,185.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/a99d4aa689bdca18
4133,Brok Weaver,Chata Tuska,72.0,73.0,155.0,Southpaw,1991-12-05,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4,http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50
4134,Jonavin Webb,The Spyder,70.0,,170.0,Orthodox,1989-04-28,1.47,0.3,2.27,0.64,2.5,0.31,0.4,1.0,http://ufcstats.com/fighter-details/f40ec51dd4de47c3
4135,Stephanie Webber,,66.0,,135.0,,,0.91,0.8,3.85,0.15,6.79,0.4,0.0,0.0,http://ufcstats.com/fighter-details/d44a84409bf0da64
4136,Royston Wee,,67.0,67.0,135.0,Orthodox,1986-11-15,1.1,0.6,2.45,0.49,3.38,0.81,0.0,0.0,http://ufcstats.com/fighter-details/b9c03e7a4557e542
4137,Darian Weeks,,71.0,72.0,170.0,Orthodox,1993-11-23,4.49,0.51,4.56,0.51,2.0,0.3,1.0,0.0,http://ufcstats.com/fighter-details/326a001926ffb7ec
4138,Joshua Weems,Wide Open,68.0,69.0,135.0,Orthodox,1994-05-05,5.25,0.64,3.34,0.61,4.77,0.4,1.0,0.0,http://ufcstats.com/fighter-details/69888118d968ba52
4139,Daniel Weichel,The Weasel,70.0,70.0,145.0,,1984-11-22,5.71,0.42,4.05,0.61,0.84,0.5,0.8300000000000001,0.0,http://ufcstats.com/fighter-details/7b9dade6bedaabbe
4140,Chris Weidman,The All-American,74.0,78.0,185.0,Orthodox,1984-06-17,3.11,0.45,3.37,0.51,3.27,0.42,0.72,0.8,http://ufcstats.com/fighter-details/3a8176e15b9887c1
4141,Mark Weir,The Wizard,74.0,,185.0,Southpaw,1967-09-19,1.54,0.56,2.5,0.38,0.8,0.5,0.25,2.4,http://ufcstats.com/fighter-details/9ccdd2ce45903f34
4142,Christian Wellisch,The Hungarian Nightmare,74.0,77.0,234.0,Orthodox,1975-09-13,3.12,0.27,3.04,0.56,1.22,0.42,0.45,1.2,http://ufcstats.com/fighter-details/f1b2a4365799c48b
4143,Malcolm Wellmaker,The Machine,70.0,71.0,135.0,Switch,1994-06-04,5.82,0.61,6.27,0.53,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/2e45d08b3f2f02c8
4144,Jeremiah Wells,,69.0,74.0,170.0,Switch,1986-10-30,2.41,0.43,1.31,0.48,3.08,0.44,0.8,0.8,http://ufcstats.com/fighter-details/d66a46de8d705353
4145,Fabricio Werdum,Vai Cavalo,76.0,77.0,231.0,Orthodox,1977-07-30,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,http://ufcstats.com/fighter-details/492b202d2064e7a9
4146,Mike Wessel,Juggernaut,72.0,,260.0,Orthodox,1977-12-02,1.82,0.56,6.43,0.22,6.29,0.5,0.0,0.0,http://ufcstats.com/fighter-details/b51841e7c594090d
4147,Dustin West,,71.0,,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5f5763b3a4de8dd4
4148,Sheldon Westcott,,73.0,71.0,170.0,Southpaw,1984-08-20,2.26,0.4,3.73,0.37,3.23,0.37,0.14,0.0,http://ufcstats.com/fighter-details/ec2d13a87d3d9541
